LAUS,state_fips,county_fips,county,year,,Labor,Employed,Unemployed,unemploy_rate
CN3105700000000,31,57,"Dundy County, NE",2010,,"1,216","1,178",38,3.1
CN3105900000000,31,59,"Fillmore County, NE",2010,,"3,240","3,119",121,3.7
CN3106100000000,31,61,"Franklin County, NE",2010,,"1,634","1,563",71,4.3
CN3106300000000,31,63,"Frontier County, NE",2010,,"1,596","1,536",60,3.8
CN3106500000000,31,65,"Furnas County, NE",2010,,"2,661","2,571",90,3.4
CN3106700000000,31,67,"Gage County, NE",2010,,"11,408","10,752",656,5.8
CN3106900000000,31,69,"Garden County, NE",2010,,"1,266","1,214",52,4.1
CN3107100000000,31,71,"Garfield County, NE",2010,,"1,202","1,165",37,3.1
CN3107300000000,31,73,"Gosper County, NE",2010,,"1,147","1,106",41,3.6
CN3107500000000,31,75,"Grant County, NE",2010,,421,405,16,3.8
CN3107700000000,31,77,"Greeley County, NE",2010,,"1,360","1,311",49,3.6
CN3107900000000,31,79,"Hall County, NE",2010,,"31,519","30,054","1,465",4.6
CN3108100000000,31,81,"Hamilton County, NE",2010,,"4,806","4,625",181,3.8
CN3108300000000,31,83,"Harlan County, NE",2010,,"1,893","1,832",61,3.2
CN3108500000000,31,85,"Hayes County, NE",2010,,640,618,22,3.4
CN3108700000000,31,87,"Hitchcock County, NE",2010,,"1,400","1,328",72,5.1
CN3108900000000,31,89,"Holt County, NE",2010,,"5,832","5,621",211,3.6
CN3109100000000,31,91,"Hooker County, NE",2010,,410,389,21,5.1
CN3109300000000,31,93,"Howard County, NE",2010,,"3,346","3,198",148,4.4
CN3109500000000,31,95,"Jefferson County, NE",2010,,"4,251","4,050",201,4.7
CN3109700000000,31,97,"Johnson County, NE",2010,,"2,343","2,234",109,4.7
CN3109900000000,31,99,"Kearney County, NE",2010,,"3,796","3,663",133,3.5
CN3110100000000,31,101,"Keith County, NE",2010,,"4,585","4,390",195,4.3
CN3110300000000,31,103,"Keya Paha County, NE",2010,,568,548,20,3.5
CN3110500000000,31,105,"Kimball County, NE",2010,,"2,124","2,024",100,4.7
CN3110700000000,31,107,"Knox County, NE",2010,,"4,751","4,554",197,4.1
CN3110900000000,31,109,"Lancaster County, NE",2010,,"162,567","155,716","6,851",4.2
CN3111100000000,31,111,"Lincoln County, NE",2010,,"19,401","18,524",877,4.5
CN3111300000000,31,113,"Logan County, NE",2010,,492,470,22,4.5
CN3111500000000,31,115,"Loup County, NE",2010,,368,347,21,5.7
CN3111700000000,31,117,"McPherson County, NE",2010,,353,343,10,2.8
CN3111900000000,31,119,"Madison County, NE",2010,,"18,950","18,151",799,4.2
CN3112100000000,31,121,"Merrick County, NE",2010,,"4,199","4,010",189,4.5
CN3112300000000,31,123,"Morrill County, NE",2010,,"2,650","2,542",108,4.1
CN3112500000000,31,125,"Nance County, NE",2010,,"1,980","1,903",77,3.9
CN3112700000000,31,127,"Nemaha County, NE",2010,,"3,851","3,646",205,5.3
CN3112900000000,31,129,"Nuckolls County, NE",2010,,"2,441","2,341",100,4.1
CN3113100000000,31,131,"Otoe County, NE",2010,,"8,476","8,048",428,5
CN3113300000000,31,133,"Pawnee County, NE",2010,,"1,586","1,523",63,4
CN3113500000000,31,135,"Perkins County, NE",2010,,"1,769","1,710",59,3.3
CN3113700000000,31,137,"Phelps County, NE",2010,,"4,958","4,781",177,3.6
CN3113900000000,31,139,"Pierce County, NE",2010,,"4,175","4,022",153,3.7
CN3114100000000,31,141,"Platte County, NE",2010,,"17,655","16,910",745,4.2
CN3114300000000,31,143,"Polk County, NE",2010,,"2,958","2,839",119,4
CN3114500000000,31,145,"Red Willow County, NE",2010,,"6,216","5,989",227,3.7
CN3114700000000,31,147,"Richardson County, NE",2010,,"4,328","4,058",270,6.2
CN3114900000000,31,149,"Rock County, NE",2010,,891,866,25,2.8
CN3115100000000,31,151,"Saline County, NE",2010,,"7,287","6,946",341,4.7
CN3115300000000,31,153,"Sarpy County, NE",2010,,"84,923","81,145","3,778",4.4
CN3115500000000,31,155,"Saunders County, NE",2010,,"11,179","10,643",536,4.8
CN3115700000000,31,157,"Scotts Bluff County, NE",2010,,"19,200","18,144","1,056",5.5
CN3115900000000,31,159,"Seward County, NE",2010,,"8,765","8,414",351,4
CN3116100000000,31,161,"Sheridan County, NE",2010,,"2,821","2,721",100,3.5
CN3116300000000,31,163,"Sherman County, NE",2010,,"1,730","1,660",70,4
CN3116500000000,31,165,"Sioux County, NE",2010,,835,804,31,3.7
CN3116700000000,31,167,"Stanton County, NE",2010,,"3,584","3,438",146,4.1
CN3116900000000,31,169,"Thayer County, NE",2010,,"2,803","2,697",106,3.8
CN3117100000000,31,171,"Thomas County, NE",2010,,396,377,19,4.8
CN3117300000000,31,173,"Thurston County, NE",2010,,"3,054","2,762",292,9.6
CN3117500000000,31,175,"Valley County, NE",2010,,"2,143","2,048",95,4.4
CN3117700000000,31,177,"Washington County, NE",2010,,"11,232","10,716",516,4.6
CN3117900000000,31,179,"Wayne County, NE",2010,,"5,671","5,456",215,3.8
CN3118100000000,31,181,"Webster County, NE",2010,,"1,705","1,623",82,4.8
CN3118300000000,31,183,"Wheeler County, NE",2010,,515,495,20,3.9
CN3118500000000,31,185,"York County, NE",2010,,"7,411","7,067",344,4.6
CN3200100000000,32,1,"Churchill County, NV",2010,,"11,199","9,814","1,385",12.4
CN3200300000000,32,3,"Clark County, NV",2010,,"984,004","848,573","135,431",13.8
CN3200500000000,32,5,"Douglas County, NV",2010,,"23,087","19,910","3,177",13.8
CN3200700000000,32,7,"Elko County, NV",2010,,"26,898","24,828","2,070",7.7
CN3200900000000,32,9,"Esmeralda County, NV",2010,,414,376,38,9.2
CN3201100000000,32,11,"Eureka County, NV",2010,,"1,029",949,80,7.8
CN3201300000000,32,13,"Humboldt County, NV",2010,,"8,346","7,622",724,8.7
CN3201500000000,32,15,"Lander County, NV",2010,,"3,070","2,777",293,9.5
CN3201700000000,32,17,"Lincoln County, NV",2010,,"2,018","1,805",213,10.6
CN3201900000000,32,19,"Lyon County, NV",2010,,"22,998","18,976","4,022",17.5
CN3202100000000,32,21,"Mineral County, NV",2010,,"2,334","1,999",335,14.4
CN3202300000000,32,23,"Nye County, NV",2010,,"16,686","13,797","2,889",17.3
CN3202700000000,32,27,"Pershing County, NV",2010,,"2,396","2,142",254,10.6
CN3202900000000,32,29,"Storey County, NV",2010,,"2,013","1,676",337,16.7
CN3203100000000,32,31,"Washoe County, NV",2010,,"220,825","192,289","28,536",12.9
CN3203300000000,32,33,"White Pine County, NV",2010,,"4,563","4,142",421,9.2
CN3251000000000,32,510,"Carson City, NV",2010,,"26,700","23,100","3,600",13.5
CN3300100000000,33,1,"Belknap County, NH",2010,,"32,261","30,206","2,055",6.4
CN3300300000000,33,3,"Carroll County, NH",2010,,"24,941","23,527","1,414",5.7
CN3300500000000,33,5,"Cheshire County, NH",2010,,"42,624","40,263","2,361",5.5
CN3300700000000,33,7,"Coos County, NH",2010,,"16,588","15,368","1,220",7.4
CN3300900000000,33,9,"Grafton County, NH",2010,,"48,324","46,005","2,319",4.8
CN3301100000000,33,11,"Hillsborough County, NH",2010,,"226,152","212,241","13,911",6.2
CN3301300000000,33,13,"Merrimack County, NH",2010,,"81,401","77,049","4,352",5.3
CN3301500000000,33,15,"Rockingham County, NH",2010,,"172,358","162,057","10,301",6
CN3301700000000,33,17,"Strafford County, NH",2010,,"69,571","65,628","3,943",5.7
CN3301900000000,33,19,"Sullivan County, NH",2010,,"24,038","22,792","1,246",5.2
CN3400100000000,34,1,"Atlantic County, NJ",2010,,"140,598","123,330","17,268",12.3
CN3400300000000,34,3,"Bergen County, NJ",2010,,"478,945","440,499","38,446",8
CN3400500000000,34,5,"Burlington County, NJ",2010,,"237,144","215,841","21,303",9
CN3400700000000,34,7,"Camden County, NJ",2010,,"264,826","235,862","28,964",10.9
CN3400900000000,34,9,"Cape May County, NJ",2010,,"50,213","43,187","7,026",14
CN3401100000000,34,11,"Cumberland County, NJ",2010,,"72,664","63,233","9,431",13
CN3401300000000,34,13,"Essex County, NJ",2010,,"382,021","340,577","41,444",10.8
CN3401500000000,34,15,"Gloucester County, NJ",2010,,"152,605","136,957","15,648",10.3
CN3401700000000,34,17,"Hudson County, NJ",2010,,"352,903","319,151","33,752",9.6
CN3401900000000,34,19,"Hunterdon County, NJ",2010,,"68,281","63,232","5,049",7.4
CN3402100000000,34,21,"Mercer County, NJ",2010,,"192,673","176,570","16,103",8.4
CN3402300000000,34,23,"Middlesex County, NJ",2010,,"424,100","386,139","37,961",9
CN3402500000000,34,25,"Monmouth County, NJ",2010,,"330,154","301,281","28,873",8.7
CN3402700000000,34,27,"Morris County, NJ",2010,,"264,785","245,153","19,632",7.4
CN3402900000000,34,29,"Ocean County, NJ",2010,,"264,400","237,254","27,146",10.3
CN3403100000000,34,31,"Passaic County, NJ",2010,,"253,373","224,610","28,763",11.4
CN3403300000000,34,33,"Salem County, NJ",2010,,"32,172","28,427","3,745",11.6
CN3403500000000,34,35,"Somerset County, NJ",2010,,"173,443","160,265","13,178",7.6
CN3403700000000,34,37,"Sussex County, NJ",2010,,"82,239","74,482","7,757",9.4
CN3403900000000,34,39,"Union County, NJ",2010,,"279,122","252,505","26,617",9.5
CN3404100000000,34,41,"Warren County, NJ",2010,,"58,671","52,900","5,771",9.8
CN3500100000000,35,1,"Bernalillo County, NM",2010,,"326,594","301,358","25,236",7.7
CN3500300000000,35,3,"Catron County, NM",2010,,"1,216","1,070",146,12
CN3500500000000,35,5,"Chaves County, NM",2010,,"28,042","25,927","2,115",7.5
CN3500600000000,35,6,"Cibola County, NM",2010,,"9,327","8,431",896,9.6
CN3500700000000,35,7,"Colfax County, NM",2010,,"6,363","5,830",533,8.4
CN3500900000000,35,9,"Curry County, NM",2010,,"21,586","20,428","1,158",5.4
CN3501100000000,35,11,"De Baca County, NM",2010,,833,783,50,6
CN3501300000000,35,13,"Dona Ana County, NM",2010,,"93,597","86,337","7,260",7.8
CN3501500000000,35,15,"Eddy County, NM",2010,,"25,658","24,015","1,643",6.4
CN3501700000000,35,17,"Grant County, NM",2010,,"12,349","11,156","1,193",9.7
CN3501900000000,35,19,"Guadalupe County, NM",2010,,"1,652","1,485",167,10.1
CN3502100000000,35,21,"Harding County, NM",2010,,295,277,18,6.1
CN3502300000000,35,23,"Hidalgo County, NM",2010,,"2,300","2,105",195,8.5
CN3502500000000,35,25,"Lea County, NM",2010,,"26,301","24,223","2,078",7.9
CN3502700000000,35,27,"Lincoln County, NM",2010,,"9,386","8,682",704,7.5
CN3502800000000,35,28,"Los Alamos County, NM",2010,,"9,460","9,113",347,3.7
CN3502900000000,35,29,"Luna County, NM",2010,,"11,677","9,327","2,350",20.1
CN3503100000000,35,31,"McKinley County, NM",2010,,"25,440","22,929","2,511",9.9
CN3503300000000,35,33,"Mora County, NM",2010,,"2,434","2,134",300,12.3
CN3503500000000,35,35,"Otero County, NM",2010,,"24,984","23,170","1,814",7.3
CN3503700000000,35,37,"Quay County, NM",2010,,"3,501","3,171",330,9.4
CN3503900000000,35,39,"Rio Arriba County, NM",2010,,"18,005","16,358","1,647",9.1
CN3504100000000,35,41,"Roosevelt County, NM",2010,,"8,409","7,883",526,6.3
CN3504300000000,35,43,"Sandoval County, NM",2010,,"60,901","55,793","5,108",8.4
CN3504500000000,35,45,"San Juan County, NM",2010,,"54,860","49,713","5,147",9.4
CN3504700000000,35,47,"San Miguel County, NM",2010,,"11,204","10,131","1,073",9.6
CN3504900000000,35,49,"Santa Fe County, NM",2010,,"74,289","69,245","5,044",6.8
CN3505100000000,35,51,"Sierra County, NM",2010,,"4,026","3,656",370,9.2
CN3505300000000,35,53,"Socorro County, NM",2010,,"6,876","6,340",536,7.8
CN3505500000000,35,55,"Taos County, NM",2010,,"15,398","13,757","1,641",10.7
CN3505700000000,35,57,"Torrance County, NM",2010,,"6,028","5,331",697,11.6
CN3505900000000,35,59,"Union County, NM",2010,,"1,930","1,809",121,6.3
CN3506100000000,35,61,"Valencia County, NM",2010,,"31,167","28,187","2,980",9.6
CN3600100000000,36,1,"Albany County, NY",2010,,"161,511","150,264","11,247",7
CN3600300000000,36,3,"Allegany County, NY",2010,,"24,240","22,022","2,218",9.2
CN3600500000000,36,5,"Bronx County, NY",2010,,"582,287","512,477","69,810",12
CN3600700000000,36,7,"Broome County, NY",2010,,"97,844","89,316","8,528",8.7
CN3600900000000,36,9,"Cattaraugus County, NY",2010,,"39,654","35,881","3,773",9.5
CN3601100000000,36,11,"Cayuga County, NY",2010,,"39,885","36,480","3,405",8.5
CN3601300000000,36,13,"Chautauqua County, NY",2010,,"63,922","58,262","5,660",8.9
CN3601500000000,36,15,"Chemung County, NY",2010,,"41,594","38,105","3,489",8.4
CN3601700000000,36,17,"Chenango County, NY",2010,,"23,691","21,509","2,182",9.2
CN3601900000000,36,19,"Clinton County, NY",2010,,"39,701","35,809","3,892",9.8
CN3602100000000,36,21,"Columbia County, NY",2010,,"32,137","29,789","2,348",7.3
CN3602300000000,36,23,"Cortland County, NY",2010,,"24,475","22,304","2,171",8.9
CN3602500000000,36,25,"Delaware County, NY",2010,,"22,431","20,465","1,966",8.8
CN3602700000000,36,27,"Dutchess County, NY",2010,,"149,196","137,679","11,517",7.7
CN3602900000000,36,29,"Erie County, NY",2010,,"465,675","426,962","38,713",8.3
CN3603100000000,36,31,"Essex County, NY",2010,,"18,736","17,021","1,715",9.2
CN3603300000000,36,33,"Franklin County, NY",2010,,"22,245","20,249","1,996",9
CN3603500000000,36,35,"Fulton County, NY",2010,,"26,105","23,337","2,768",10.6
CN3603700000000,36,37,"Genesee County, NY",2010,,"31,730","29,189","2,541",8
CN3603900000000,36,39,"Greene County, NY",2010,,"22,101","20,097","2,004",9.1
CN3604100000000,36,41,"Hamilton County, NY",2010,,"2,502","2,256",246,9.8
CN3604300000000,36,43,"Herkimer County, NY",2010,,"31,552","28,841","2,711",8.6
CN3604500000000,36,45,"Jefferson County, NY",2010,,"50,310","45,638","4,672",9.3
CN3604700000000,36,47,"Kings County, NY",2010,,"1,163,502","1,047,981","115,521",9.9
CN3604900000000,36,49,"Lewis County, NY",2010,,"12,756","11,592","1,164",9.1
CN3605100000000,36,51,"Livingston County, NY",2010,,"32,754","30,104","2,650",8.1
CN3605300000000,36,53,"Madison County, NY",2010,,"35,586","32,631","2,955",8.3
CN3605500000000,36,55,"Monroe County, NY",2010,,"378,251","347,846","30,405",8
CN3605700000000,36,57,"Montgomery County, NY",2010,,"23,919","21,507","2,412",10.1
CN3605900000000,36,59,"Nassau County, NY",2010,,"691,435","642,118","49,317",7.1
CN3606100000000,36,61,"New York County, NY",2010,,"881,204","805,555","75,649",8.6
CN3606300000000,36,63,"Niagara County, NY",2010,,"107,847","97,467","10,380",9.6
CN3606500000000,36,65,"Oneida County, NY",2010,,"112,248","103,684","8,564",7.6
CN3606700000000,36,67,"Onondaga County, NY",2010,,"236,994","217,970","19,024",8
CN3606900000000,36,69,"Ontario County, NY",2010,,"56,368","52,176","4,192",7.4
CN3607100000000,36,71,"Orange County, NY",2010,,"181,295","166,830","14,465",8
CN3607300000000,36,73,"Orleans County, NY",2010,,"19,149","17,314","1,835",9.6
CN3607500000000,36,75,"Oswego County, NY",2010,,"58,886","52,618","6,268",10.6
CN3607700000000,36,77,"Otsego County, NY",2010,,"31,880","29,469","2,411",7.6
CN3607900000000,36,79,"Putnam County, NY",2010,,"52,594","48,807","3,787",7.2
CN3608100000000,36,81,"Queens County, NY",2010,,"1,106,461","1,011,049","95,412",8.6
CN3608300000000,36,83,"Rensselaer County, NY",2010,,"84,603","78,045","6,558",7.8
CN3608500000000,36,85,"Richmond County, NY",2010,,"216,950","196,490","20,460",9.4
CN3608700000000,36,87,"Rockland County, NY",2010,,"149,978","138,804","11,174",7.5
CN3608900000000,36,89,"St. Lawrence County, NY",2010,,"49,964","44,802","5,162",10.3
CN3609100000000,36,91,"Saratoga County, NY",2010,,"118,048","109,910","8,138",6.9
CN3609300000000,36,93,"Schenectady County, NY",2010,,"79,016","72,974","6,042",7.6
CN3609500000000,36,95,"Schoharie County, NY",2010,,"15,924","14,504","1,420",8.9
CN3609700000000,36,97,"Schuyler County, NY",2010,,"9,042","8,220",822,9.1
CN3609900000000,36,99,"Seneca County, NY",2010,,"16,423","15,078","1,345",8.2
CN3610100000000,36,101,"Steuben County, NY",2010,,"47,303","42,780","4,523",9.6
CN3610300000000,36,103,"Suffolk County, NY",2010,,"777,863","717,598","60,265",7.7
CN3610500000000,36,105,"Sullivan County, NY",2010,,"36,475","33,226","3,249",8.9
CN3610700000000,36,107,"Tioga County, NY",2010,,"26,568","24,448","2,120",8
CN3610900000000,36,109,"Tompkins County, NY",2010,,"54,767","51,397","3,370",6.2
CN3611100000000,36,111,"Ulster County, NY",2010,,"93,606","86,310","7,296",7.8
CN3611300000000,36,113,"Warren County, NY",2010,,"34,154","31,082","3,072",9
CN3611500000000,36,115,"Washington County, NY",2010,,"30,233","27,741","2,492",8.2
CN3611700000000,36,117,"Wayne County, NY",2010,,"47,429","43,227","4,202",8.9
CN3611900000000,36,119,"Westchester County, NY",2010,,"478,676","443,476","35,200",7.4
CN3612100000000,36,121,"Wyoming County, NY",2010,,"19,457","17,616","1,841",9.5
CN3612300000000,36,123,"Yates County, NY",2010,,"12,230","11,327",903,7.4
CN3700100000000,37,1,"Alamance County, NC",2010,,"76,806","68,451","8,355",10.9
CN3700300000000,37,3,"Alexander County, NC",2010,,"18,260","15,877","2,383",13.1
CN3700500000000,37,5,"Alleghany County, NC",2010,,"4,748","4,179",569,12
CN3700700000000,37,7,"Anson County, NC",2010,,"11,180","9,602","1,578",14.1
CN3700900000000,37,9,"Ashe County, NC",2010,,"13,722","12,100","1,622",11.8
CN3701100000000,37,11,"Avery County, NC",2010,,"7,945","7,089",856,10.8
CN3701300000000,37,13,"Beaufort County, NC",2010,,"21,171","18,692","2,479",11.7
CN3701500000000,37,15,"Bertie County, NC",2010,,"9,191","8,108","1,083",11.8
CN3701700000000,37,17,"Bladen County, NC",2010,,"15,194","13,169","2,025",13.3
CN3701900000000,37,19,"Brunswick County, NC",2010,,"46,529","40,701","5,828",12.5
CN3702100000000,37,21,"Buncombe County, NC",2010,,"123,680","113,096","10,584",8.6
CN3702300000000,37,23,"Burke County, NC",2010,,"41,687","36,305","5,382",12.9
CN3702500000000,37,25,"Cabarrus County, NC",2010,,"89,049","78,773","10,276",11.5
CN3702700000000,37,27,"Caldwell County, NC",2010,,"38,213","32,542","5,671",14.8
CN3702900000000,37,29,"Camden County, NC",2010,,"4,594","4,209",385,8.4
CN3703100000000,37,31,"Carteret County, NC",2010,,"31,379","28,373","3,006",9.6
CN3703300000000,37,33,"Caswell County, NC",2010,,"10,069","8,737","1,332",13.2
CN3703500000000,37,35,"Catawba County, NC",2010,,"77,898","67,726","10,172",13.1
CN3703700000000,37,37,"Chatham County, NC",2010,,"30,661","28,039","2,622",8.6
CN3703900000000,37,39,"Cherokee County, NC",2010,,"11,654","10,150","1,504",12.9
CN3704100000000,37,41,"Chowan County, NC",2010,,"6,151","5,413",738,12
CN3704300000000,37,43,"Clay County, NC",2010,,"4,243","3,712",531,12.5
CN3704500000000,37,45,"Cleveland County, NC",2010,,"45,633","38,893","6,740",14.8
CN3704700000000,37,47,"Columbus County, NC",2010,,"24,184","20,943","3,241",13.4
CN3704900000000,37,49,"Craven County, NC",2010,,"42,279","37,743","4,536",10.7
CN3705100000000,37,51,"Cumberland County, NC",2010,,"131,096","117,827","13,269",10.1
CN3705300000000,37,53,"Currituck County, NC",2010,,"12,189","11,104","1,085",8.9
CN3705500000000,37,55,"Dare County, NC",2010,,"19,686","17,300","2,386",12.1
CN3705700000000,37,57,"Davidson County, NC",2010,,"80,622","70,703","9,919",12.3
CN3705900000000,37,59,"Davie County, NC",2010,,"20,258","17,878","2,380",11.7
CN3706100000000,37,61,"Duplin County, NC",2010,,"25,810","23,416","2,394",9.3
CN3706300000000,37,63,"Durham County, NC",2010,,"143,411","131,592","11,819",8.2
CN3706500000000,37,65,"Edgecombe County, NC",2010,,"25,501","21,486","4,015",15.7
CN3706700000000,37,67,"Forsyth County, NC",2010,,"173,002","155,453","17,549",10.1
CN3706900000000,37,69,"Franklin County, NC",2010,,"27,954","24,907","3,047",10.9
CN3707100000000,37,71,"Gaston County, NC",2010,,"101,249","87,571","13,678",13.5
CN3707300000000,37,73,"Gates County, NC",2010,,"5,460","5,025",435,8
CN3707500000000,37,75,"Graham County, NC",2010,,"3,702","3,052",650,17.6
CN3707700000000,37,77,"Granville County, NC",2010,,"27,384","24,716","2,668",9.7
CN3707900000000,37,79,"Greene County, NC",2010,,"9,428","8,474",954,10.1
CN3708100000000,37,81,"Guilford County, NC",2010,,"252,010","224,039","27,971",11.1
CN3708300000000,37,83,"Halifax County, NC",2010,,"22,791","19,435","3,356",14.7
CN3708500000000,37,85,"Harnett County, NC",2010,,"48,774","43,251","5,523",11.3
CN3708700000000,37,87,"Haywood County, NC",2010,,"27,600","24,762","2,838",10.3
CN3708900000000,37,89,"Henderson County, NC",2010,,"48,301","43,901","4,400",9.1
CN3709100000000,37,91,"Hertford County, NC",2010,,"9,830","8,787","1,043",10.6
CN3709300000000,37,93,"Hoke County, NC",2010,,"18,577","16,695","1,882",10.1
CN3709500000000,37,95,"Hyde County, NC",2010,,"2,235","1,987",248,11.1
CN3709700000000,37,97,"Iredell County, NC",2010,,"78,671","68,532","10,139",12.9
CN3709900000000,37,99,"Jackson County, NC",2010,,"18,434","16,422","2,012",10.9
CN3710100000000,37,101,"Johnston County, NC",2010,,"81,701","73,591","8,110",9.9
CN3710300000000,37,103,"Jones County, NC",2010,,"4,598","4,083",515,11.2
CN3710500000000,37,105,"Lee County, NC",2010,,"27,095","23,633","3,462",12.8
CN3710700000000,37,107,"Lenoir County, NC",2010,,"26,874","23,686","3,188",11.9
CN3710900000000,37,109,"Lincoln County, NC",2010,,"39,984","34,893","5,091",12.7
CN3711100000000,37,111,"McDowell County, NC",2010,,"20,610","17,864","2,746",13.3
CN3711300000000,37,113,"Macon County, NC",2010,,"15,461","13,679","1,782",11.5
CN3711500000000,37,115,"Madison County, NC",2010,,"9,389","8,415",974,10.4
CN3711700000000,37,117,"Martin County, NC",2010,,"10,479","9,144","1,335",12.7
CN3711900000000,37,119,"Mecklenburg County, NC",2010,,"502,428","448,844","53,584",10.7
CN3712100000000,37,121,"Mitchell County, NC",2010,,"6,807","5,964",843,12.4
CN3712300000000,37,123,"Montgomery County, NC",2010,,"11,443","10,032","1,411",12.3
CN3712500000000,37,125,"Moore County, NC",2010,,"36,325","32,650","3,675",10.1
CN3712700000000,37,127,"Nash County, NC",2010,,"47,453","41,495","5,958",12.6
CN3712900000000,37,129,"New Hanover County, NC",2010,,"107,583","97,140","10,443",9.7
CN3713100000000,37,131,"Northampton County, NC",2010,,"8,703","7,690","1,013",11.6
CN3713300000000,37,133,"Onslow County, NC",2010,,"63,342","58,102","5,240",8.3
CN3713500000000,37,135,"Orange County, NC",2010,,"69,962","65,345","4,617",6.6
CN3713700000000,37,137,"Pamlico County, NC",2010,,"5,502","4,941",561,10.2
CN3713900000000,37,139,"Pasquotank County, NC",2010,,"18,498","16,657","1,841",10
CN3714100000000,37,141,"Pender County, NC",2010,,"24,446","21,650","2,796",11.4
CN3714300000000,37,143,"Perquimans County, NC",2010,,"5,334","4,766",568,10.6
CN3714500000000,37,145,"Person County, NC",2010,,"18,704","16,386","2,318",12.4
CN3714700000000,37,147,"Pitt County, NC",2010,,"85,917","77,174","8,743",10.2
CN3714900000000,37,149,"Polk County, NC",2010,,"8,561","7,692",869,10.2
CN3715100000000,37,151,"Randolph County, NC",2010,,"69,399","61,084","8,315",12
CN3715300000000,37,153,"Richmond County, NC",2010,,"18,927","16,113","2,814",14.9
CN3715500000000,37,155,"Robeson County, NC",2010,,"53,853","46,478","7,375",13.7
CN3715700000000,37,157,"Rockingham County, NC",2010,,"44,210","38,369","5,841",13.2
CN3715900000000,37,159,"Rowan County, NC",2010,,"64,328","55,278","9,050",14.1
CN3716100000000,37,161,"Rutherford County, NC",2010,,"26,979","22,464","4,515",16.7
CN3716300000000,37,163,"Sampson County, NC",2010,,"29,558","26,703","2,855",9.7
CN3716500000000,37,165,"Scotland County, NC",2010,,"13,098","10,789","2,309",17.6
CN3716700000000,37,167,"Stanly County, NC",2010,,"29,064","25,232","3,832",13.2
CN3716900000000,37,169,"Stokes County, NC",2010,,"22,847","20,244","2,603",11.4
CN3717100000000,37,171,"Surry County, NC",2010,,"34,423","30,290","4,133",12
CN3717300000000,37,173,"Swain County, NC",2010,,"6,269","5,345",924,14.7
CN3717500000000,37,175,"Transylvania County, NC",2010,,"13,805","12,456","1,349",9.8
CN3717700000000,37,177,"Tyrrell County, NC",2010,,"1,659","1,414",245,14.8
CN3717900000000,37,179,"Union County, NC",2010,,"101,154","91,016","10,138",10
CN3718100000000,37,181,"Vance County, NC",2010,,"19,018","16,332","2,686",14.1
CN3718300000000,37,183,"Wake County, NC",2010,,"480,565","440,710","39,855",8.3
CN3718500000000,37,185,"Warren County, NC",2010,,"7,550","6,514","1,036",13.7
CN3718700000000,37,187,"Washington County, NC",2010,,"5,692","4,880",812,14.3
CN3718900000000,37,189,"Watauga County, NC",2010,,"26,883","24,773","2,110",7.8
CN3719100000000,37,191,"Wayne County, NC",2010,,"54,808","49,787","5,021",9.2
CN3719300000000,37,193,"Wilkes County, NC",2010,,"31,081","26,905","4,176",13.4
CN3719500000000,37,195,"Wilson County, NC",2010,,"38,233","32,918","5,315",13.9
CN3719700000000,37,197,"Yadkin County, NC",2010,,"18,198","16,203","1,995",11
CN3719900000000,37,199,"Yancey County, NC",2010,,"7,810","6,884",926,11.9
CN3800100000000,38,1,"Adams County, ND",2010,,"1,202","1,167",35,2.9
CN3800300000000,38,3,"Barnes County, ND",2010,,"6,187","5,911",276,4.5
CN3800500000000,38,5,"Benson County, ND",2010,,"2,915","2,757",158,5.4
CN3800700000000,38,7,"Billings County, ND",2010,,426,412,14,3.3
CN3800900000000,38,9,"Bottineau County, ND",2010,,"3,397","3,262",135,4
CN3801100000000,38,11,"Bowman County, ND",2010,,"1,772","1,726",46,2.6
CN3801300000000,38,13,"Burke County, ND",2010,,"1,130","1,099",31,2.7
CN3801500000000,38,15,"Burleigh County, ND",2010,,"46,337","44,662","1,675",3.6
CN3801700000000,38,17,"Cass County, ND",2010,,"88,824","85,680","3,144",3.5
CN3801900000000,38,19,"Cavalier County, ND",2010,,"2,260","2,191",69,3.1
CN3802100000000,38,21,"Dickey County, ND",2010,,"2,856","2,764",92,3.2
CN3802300000000,38,23,"Divide County, ND",2010,,"1,383","1,354",29,2.1
CN3802500000000,38,25,"Dunn County, ND",2010,,"2,301","2,227",74,3.2
CN3802700000000,38,27,"Eddy County, ND",2010,,"1,297","1,235",62,4.8
CN3802900000000,38,29,"Emmons County, ND",2010,,"1,826","1,700",126,6.9
CN3803100000000,38,31,"Foster County, ND",2010,,"1,802","1,740",62,3.4
CN3803300000000,38,33,"Golden Valley County, ND",2010,,982,956,26,2.6
CN3803500000000,38,35,"Grand Forks County, ND",2010,,"37,866","36,549","1,317",3.5
CN3803700000000,38,37,"Grant County, ND",2010,,"1,423","1,370",53,3.7
CN3803900000000,38,39,"Griggs County, ND",2010,,"1,320","1,281",39,3
CN3804100000000,38,41,"Hettinger County, ND",2010,,"1,479","1,434",45,3
CN3804300000000,38,43,"Kidder County, ND",2010,,"1,408","1,333",75,5.3
CN3804500000000,38,45,"LaMoure County, ND",2010,,"2,481","2,393",88,3.5
CN3804700000000,38,47,"Logan County, ND",2010,,"1,001",965,36,3.6
CN3804900000000,38,49,"McHenry County, ND",2010,,"3,283","3,125",158,4.8
