LAUS,state_fips,county_fips,county,year,,Labor,Employed,Unemployed,unemploy_rate
CN2907300000000,29,73,"Gasconade County, MO",2011,,"7,633","6,958",675,8.8
CN2907500000000,29,75,"Gentry County, MO",2011,,"3,587","3,338",249,6.9
CN2907700000000,29,77,"Greene County, MO",2011,,"144,414","133,822","10,592",7.3
CN2907900000000,29,79,"Grundy County, MO",2011,,"4,955","4,604",351,7.1
CN2908100000000,29,81,"Harrison County, MO",2011,,"4,021","3,679",342,8.5
CN2908300000000,29,83,"Henry County, MO",2011,,"9,923","8,965",958,9.7
CN2908500000000,29,85,"Hickory County, MO",2011,,"3,572","3,155",417,11.7
CN2908700000000,29,87,"Holt County, MO",2011,,"2,701","2,506",195,7.2
CN2908900000000,29,89,"Howard County, MO",2011,,"4,866","4,465",401,8.2
CN2909100000000,29,91,"Howell County, MO",2011,,"16,532","14,948","1,584",9.6
CN2909300000000,29,93,"Iron County, MO",2011,,"3,570","3,068",502,14.1
CN2909500000000,29,95,"Jackson County, MO",2011,,"358,230","324,169","34,061",9.5
CN2909700000000,29,97,"Jasper County, MO",2011,,"58,850","54,387","4,463",7.6
CN2909900000000,29,99,"Jefferson County, MO",2011,,"116,930","106,665","10,265",8.8
CN2910100000000,29,101,"Johnson County, MO",2011,,"23,500","21,356","2,144",9.1
CN2910300000000,29,103,"Knox County, MO",2011,,"1,979","1,837",142,7.2
CN2910500000000,29,105,"Laclede County, MO",2011,,"15,921","14,122","1,799",11.3
CN2910700000000,29,107,"Lafayette County, MO",2011,,"17,464","15,875","1,589",9.1
CN2910900000000,29,109,"Lawrence County, MO",2011,,"17,396","15,949","1,447",8.3
CN2911100000000,29,111,"Lewis County, MO",2011,,"5,142","4,784",358,7
CN2911300000000,29,113,"Lincoln County, MO",2011,,"26,691","24,003","2,688",10.1
CN2911500000000,29,115,"Linn County, MO",2011,,"5,335","4,701",634,11.9
CN2911700000000,29,117,"Livingston County, MO",2011,,"7,090","6,553",537,7.6
CN2911900000000,29,119,"McDonald County, MO",2011,,"10,239","9,384",855,8.4
CN2912100000000,29,121,"Macon County, MO",2011,,"7,489","6,870",619,8.3
CN2912300000000,29,123,"Madison County, MO",2011,,"5,361","4,803",558,10.4
CN2912500000000,29,125,"Maries County, MO",2011,,"4,207","3,852",355,8.4
CN2912700000000,29,127,"Marion County, MO",2011,,"14,547","13,459","1,088",7.5
CN2912900000000,29,129,"Mercer County, MO",2011,,"1,838","1,715",123,6.7
CN2913100000000,29,131,"Miller County, MO",2011,,"11,381","10,077","1,304",11.5
CN2913300000000,29,133,"Mississippi County, MO",2011,,"6,072","5,488",584,9.6
CN2913500000000,29,135,"Moniteau County, MO",2011,,"7,374","6,809",565,7.7
CN2913700000000,29,137,"Monroe County, MO",2011,,"4,093","3,689",404,9.9
CN2913900000000,29,139,"Montgomery County, MO",2011,,"5,954","5,363",591,9.9
CN2914100000000,29,141,"Morgan County, MO",2011,,"7,874","6,878",996,12.6
CN2914300000000,29,143,"New Madrid County, MO",2011,,"8,236","7,436",800,9.7
CN2914500000000,29,145,"Newton County, MO",2011,,"28,981","26,668","2,313",8
CN2914700000000,29,147,"Nodaway County, MO",2011,,"11,602","10,805",797,6.9
CN2914900000000,29,149,"Oregon County, MO",2011,,"4,063","3,665",398,9.8
CN2915100000000,29,151,"Osage County, MO",2011,,"7,424","6,965",459,6.2
CN2915300000000,29,153,"Ozark County, MO",2011,,"3,580","3,157",423,11.8
CN2915500000000,29,155,"Pemiscot County, MO",2011,,"7,193","6,355",838,11.7
CN2915700000000,29,157,"Perry County, MO",2011,,"9,873","9,216",657,6.7
CN2915900000000,29,159,"Pettis County, MO",2011,,"20,169","18,505","1,664",8.3
CN2916100000000,29,161,"Phelps County, MO",2011,,"19,933","18,252","1,681",8.4
CN2916300000000,29,163,"Pike County, MO",2011,,"8,208","7,524",684,8.3
CN2916500000000,29,165,"Platte County, MO",2011,,"52,035","48,433","3,602",6.9
CN2916700000000,29,167,"Polk County, MO",2011,,"14,326","12,989","1,337",9.3
CN2916900000000,29,169,"Pulaski County, MO",2011,,"16,671","15,222","1,449",8.7
CN2917100000000,29,171,"Putnam County, MO",2011,,"2,372","2,211",161,6.8
CN2917300000000,29,173,"Ralls County, MO",2011,,"5,648","5,225",423,7.5
CN2917500000000,29,175,"Randolph County, MO",2011,,"10,817","9,682","1,135",10.5
CN2917700000000,29,177,"Ray County, MO",2011,,"11,438","10,376","1,062",9.3
CN2917900000000,29,179,"Reynolds County, MO",2011,,"2,319","2,013",306,13.2
CN2918100000000,29,181,"Ripley County, MO",2011,,"5,487","4,831",656,12
CN2918300000000,29,183,"St. Charles County, MO",2011,,"206,298","192,073","14,225",6.9
CN2918500000000,29,185,"St. Clair County, MO",2011,,"4,023","3,617",406,10.1
CN2918600000000,29,186,"Ste. Genevieve County, MO",2011,,"9,316","8,454",862,9.3
CN2918700000000,29,187,"St. Francois County, MO",2011,,"26,794","23,899","2,895",10.8
CN2918900000000,29,189,"St. Louis County, MO",2011,,"534,224","492,327","41,897",7.8
CN2919500000000,29,195,"Saline County, MO",2011,,"11,121","10,231",890,8
CN2919700000000,29,197,"Schuyler County, MO",2011,,"1,908","1,734",174,9.1
CN2919900000000,29,199,"Scotland County, MO",2011,,"2,332","2,178",154,6.6
CN2920100000000,29,201,"Scott County, MO",2011,,"19,679","17,950","1,729",8.8
CN2920300000000,29,203,"Shannon County, MO",2011,,"3,134","2,722",412,13.1
CN2920500000000,29,205,"Shelby County, MO",2011,,"3,205","2,975",230,7.2
CN2920700000000,29,207,"Stoddard County, MO",2011,,"13,700","12,326","1,374",10
CN2920900000000,29,209,"Stone County, MO",2011,,"14,181","12,399","1,782",12.6
CN2921100000000,29,211,"Sullivan County, MO",2011,,"2,837","2,600",237,8.4
CN2921300000000,29,213,"Taney County, MO",2011,,"26,143","22,699","3,444",13.2
CN2921500000000,29,215,"Texas County, MO",2011,,"9,767","8,817",950,9.7
CN2921700000000,29,217,"Vernon County, MO",2011,,"9,598","8,904",694,7.2
CN2921900000000,29,219,"Warren County, MO",2011,,"17,114","15,559","1,555",9.1
CN2922100000000,29,221,"Washington County, MO",2011,,"10,139","8,901","1,238",12.2
CN2922300000000,29,223,"Wayne County, MO",2011,,"5,500","4,942",558,10.1
CN2922500000000,29,225,"Webster County, MO",2011,,"16,180","14,736","1,444",8.9
CN2922700000000,29,227,"Worth County, MO",2011,,"1,241","1,170",71,5.7
CN2922900000000,29,229,"Wright County, MO",2011,,"7,605","6,859",746,9.8
CN2951000000000,29,510,"St. Louis city, MO",2011,,"164,340","147,357","16,983",10.3
CN3000100000000,30,1,"Beaverhead County, MT",2011,,"4,934","4,633",301,6.1
CN3000300000000,30,3,"Big Horn County, MT",2011,,"5,638","4,961",677,12
CN3000500000000,30,5,"Blaine County, MT",2011,,"2,486","2,309",177,7.1
CN3000700000000,30,7,"Broadwater County, MT",2011,,"2,494","2,310",184,7.4
CN3000900000000,30,9,"Carbon County, MT",2011,,"5,292","4,988",304,5.7
CN3001100000000,30,11,"Carter County, MT",2011,,684,657,27,3.9
CN3001300000000,30,13,"Cascade County, MT",2011,,"38,333","35,882","2,451",6.4
CN3001500000000,30,15,"Chouteau County, MT",2011,,"2,652","2,531",121,4.6
CN3001700000000,30,17,"Custer County, MT",2011,,"6,367","6,108",259,4.1
CN3001900000000,30,19,"Daniels County, MT",2011,,943,910,33,3.5
CN3002100000000,30,21,"Dawson County, MT",2011,,"4,547","4,381",166,3.7
CN3002300000000,30,23,"Deer Lodge County, MT",2011,,"5,156","4,837",319,6.2
CN3002500000000,30,25,"Fallon County, MT",2011,,"1,952","1,901",51,2.6
CN3002700000000,30,27,"Fergus County, MT",2011,,"5,906","5,546",360,6.1
CN3002900000000,30,29,"Flathead County, MT",2011,,"43,591","38,821","4,770",10.9
CN3003100000000,30,31,"Gallatin County, MT",2011,,"51,559","48,461","3,098",6
CN3003300000000,30,33,"Garfield County, MT",2011,,777,747,30,3.9
CN3003500000000,30,35,"Glacier County, MT",2011,,"6,061","5,372",689,11.4
CN3003700000000,30,37,"Golden Valley County, MT",2011,,391,371,20,5.1
CN3003900000000,30,39,"Granite County, MT",2011,,"1,457","1,325",132,9.1
CN3004100000000,30,41,"Hill County, MT",2011,,"7,986","7,486",500,6.3
CN3004300000000,30,43,"Jefferson County, MT",2011,,"5,619","5,267",352,6.3
CN3004500000000,30,45,"Judith Basin County, MT",2011,,968,908,60,6.2
CN3004700000000,30,47,"Lake County, MT",2011,,"12,553","11,409","1,144",9.1
CN3004900000000,30,49,"Lewis and Clark County, MT",2011,,"34,503","32,668","1,835",5.3
CN3005100000000,30,51,"Liberty County, MT",2011,,"1,018",977,41,4
CN3005300000000,30,53,"Lincoln County, MT",2011,,"8,212","6,996","1,216",14.8
CN3005500000000,30,55,"McCone County, MT",2011,,"1,098","1,065",33,3
CN3005700000000,30,57,"Madison County, MT",2011,,"4,178","3,872",306,7.3
CN3005900000000,30,59,"Meagher County, MT",2011,,910,843,67,7.4
CN3006100000000,30,61,"Mineral County, MT",2011,,"1,791","1,574",217,12.1
CN3006300000000,30,63,"Missoula County, MT",2011,,"58,780","54,816","3,964",6.7
CN3006500000000,30,65,"Musselshell County, MT",2011,,"2,329","2,175",154,6.6
CN3006700000000,30,67,"Park County, MT",2011,,"7,883","7,229",654,8.3
CN3006900000000,30,69,"Petroleum County, MT",2011,,280,264,16,5.7
CN3007100000000,30,71,"Phillips County, MT",2011,,"2,126","1,979",147,6.9
CN3007300000000,30,73,"Pondera County, MT",2011,,"2,930","2,753",177,6
CN3007500000000,30,75,"Powder River County, MT",2011,,"1,058","1,008",50,4.7
CN3007700000000,30,77,"Powell County, MT",2011,,"2,990","2,761",229,7.7
CN3007900000000,30,79,"Prairie County, MT",2011,,531,502,29,5.5
CN3008100000000,30,81,"Ravalli County, MT",2011,,"18,660","16,985","1,675",9
CN3008300000000,30,83,"Richland County, MT",2011,,"6,151","5,961",190,3.1
CN3008500000000,30,85,"Roosevelt County, MT",2011,,"4,629","4,301",328,7.1
CN3008700000000,30,87,"Rosebud County, MT",2011,,"4,445","4,121",324,7.3
CN3008900000000,30,89,"Sanders County, MT",2011,,"4,861","4,212",649,13.4
CN3009100000000,30,91,"Sheridan County, MT",2011,,"1,885","1,818",67,3.6
CN3009300000000,30,93,"Silver Bow County, MT",2011,,"16,956","15,838","1,118",6.6
CN3009500000000,30,95,"Stillwater County, MT",2011,,"4,824","4,573",251,5.2
CN3009700000000,30,97,"Sweet Grass County, MT",2011,,"1,703","1,623",80,4.7
CN3009900000000,30,99,"Teton County, MT",2011,,"2,941","2,774",167,5.7
CN3010100000000,30,101,"Toole County, MT",2011,,"2,387","2,276",111,4.7
CN3010300000000,30,103,"Treasure County, MT",2011,,378,357,21,5.6
CN3010500000000,30,105,"Valley County, MT",2011,,"3,937","3,752",185,4.7
CN3010700000000,30,107,"Wheatland County, MT",2011,,837,770,67,8
CN3010900000000,30,109,"Wibaux County, MT",2011,,526,504,22,4.2
CN3011100000000,30,111,"Yellowstone County, MT",2011,,"77,147","72,938","4,209",5.5
CN3100100000000,31,1,"Adams County, NE",2011,,"16,487","15,777",710,4.3
CN3100300000000,31,3,"Antelope County, NE",2011,,"3,598","3,467",131,3.6
CN3100500000000,31,5,"Arthur County, NE",2011,,231,217,14,6.1
CN3100700000000,31,7,"Banner County, NE",2011,,433,413,20,4.6
CN3100900000000,31,9,"Blaine County, NE",2011,,280,265,15,5.4
CN3101100000000,31,11,"Boone County, NE",2011,,"3,041","2,930",111,3.7
CN3101300000000,31,13,"Box Butte County, NE",2011,,"5,981","5,728",253,4.2
CN3101500000000,31,15,"Boyd County, NE",2011,,"1,149","1,105",44,3.8
CN3101700000000,31,17,"Brown County, NE",2011,,"1,464","1,397",67,4.6
CN3101900000000,31,19,"Buffalo County, NE",2011,,"26,864","25,922",942,3.5
CN3102100000000,31,21,"Burt County, NE",2011,,"3,638","3,429",209,5.7
CN3102300000000,31,23,"Butler County, NE",2011,,"4,745","4,566",179,3.8
CN3102500000000,31,25,"Cass County, NE",2011,,"13,380","12,679",701,5.2
CN3102700000000,31,27,"Cedar County, NE",2011,,"4,709","4,554",155,3.3
CN3102900000000,31,29,"Chase County, NE",2011,,"2,346","2,289",57,2.4
CN3103100000000,31,31,"Cherry County, NE",2011,,"3,453","3,348",105,3
CN3103300000000,31,33,"Cheyenne County, NE",2011,,"5,684","5,511",173,3
CN3103500000000,31,35,"Clay County, NE",2011,,"3,483","3,339",144,4.1
CN3103700000000,31,37,"Colfax County, NE",2011,,"5,684","5,464",220,3.9
CN3103900000000,31,39,"Cuming County, NE",2011,,"4,924","4,756",168,3.4
CN3104100000000,31,41,"Custer County, NE",2011,,"6,048","5,842",206,3.4
CN3104300000000,31,43,"Dakota County, NE",2011,,"11,014","10,366",648,5.9
CN3104500000000,31,45,"Dawes County, NE",2011,,"5,473","5,261",212,3.9
CN3104700000000,31,47,"Dawson County, NE",2011,,"13,190","12,531",659,5
CN3104900000000,31,49,"Deuel County, NE",2011,,"1,068","1,031",37,3.5
CN3105100000000,31,51,"Dixon County, NE",2011,,"3,161","3,017",144,4.6
CN3105300000000,31,53,"Dodge County, NE",2011,,"19,131","18,190",941,4.9
CN3105500000000,31,55,"Douglas County, NE",2011,,"282,043","268,236","13,807",4.9
CN3105700000000,31,57,"Dundy County, NE",2011,,"1,275","1,238",37,2.9
CN3105900000000,31,59,"Fillmore County, NE",2011,,"3,324","3,209",115,3.5
CN3106100000000,31,61,"Franklin County, NE",2011,,"1,671","1,601",70,4.2
CN3106300000000,31,63,"Frontier County, NE",2011,,"1,602","1,545",57,3.6
CN3106500000000,31,65,"Furnas County, NE",2011,,"2,712","2,613",99,3.7
CN3106700000000,31,67,"Gage County, NE",2011,,"11,191","10,544",647,5.8
CN3106900000000,31,69,"Garden County, NE",2011,,"1,260","1,215",45,3.6
CN3107100000000,31,71,"Garfield County, NE",2011,,"1,206","1,165",41,3.4
CN3107300000000,31,73,"Gosper County, NE",2011,,"1,130","1,090",40,3.5
CN3107500000000,31,75,"Grant County, NE",2011,,454,439,15,3.3
CN3107700000000,31,77,"Greeley County, NE",2011,,"1,361","1,308",53,3.9
CN3107900000000,31,79,"Hall County, NE",2011,,"32,013","30,581","1,432",4.5
CN3108100000000,31,81,"Hamilton County, NE",2011,,"4,833","4,650",183,3.8
CN3108300000000,31,83,"Harlan County, NE",2011,,"1,894","1,832",62,3.3
CN3108500000000,31,85,"Hayes County, NE",2011,,679,658,21,3.1
CN3108700000000,31,87,"Hitchcock County, NE",2011,,"1,376","1,309",67,4.9
CN3108900000000,31,89,"Holt County, NE",2011,,"5,941","5,737",204,3.4
CN3109100000000,31,91,"Hooker County, NE",2011,,447,426,21,4.7
CN3109300000000,31,93,"Howard County, NE",2011,,"3,395","3,257",138,4.1
CN3109500000000,31,95,"Jefferson County, NE",2011,,"4,375","4,186",189,4.3
CN3109700000000,31,97,"Johnson County, NE",2011,,"2,215","2,108",107,4.8
CN3109900000000,31,99,"Kearney County, NE",2011,,"3,904","3,778",126,3.2
CN3110100000000,31,101,"Keith County, NE",2011,,"4,655","4,465",190,4.1
CN3110300000000,31,103,"Keya Paha County, NE",2011,,602,584,18,3
CN3110500000000,31,105,"Kimball County, NE",2011,,"2,181","2,102",79,3.6
CN3110700000000,31,107,"Knox County, NE",2011,,"4,762","4,577",185,3.9
CN3110900000000,31,109,"Lancaster County, NE",2011,,"164,156","157,591","6,565",4
CN3111100000000,31,111,"Lincoln County, NE",2011,,"19,422","18,571",851,4.4
CN3111300000000,31,113,"Logan County, NE",2011,,509,491,18,3.5
CN3111500000000,31,115,"Loup County, NE",2011,,378,360,18,4.8
CN3111700000000,31,117,"McPherson County, NE",2011,,366,357,9,2.5
CN3111900000000,31,119,"Madison County, NE",2011,,"19,091","18,314",777,4.1
CN3112100000000,31,121,"Merrick County, NE",2011,,"4,174","3,996",178,4.3
CN3112300000000,31,123,"Morrill County, NE",2011,,"2,658","2,568",90,3.4
CN3112500000000,31,125,"Nance County, NE",2011,,"2,063","1,987",76,3.7
CN3112700000000,31,127,"Nemaha County, NE",2011,,"3,961","3,764",197,5
CN3112900000000,31,129,"Nuckolls County, NE",2011,,"2,496","2,406",90,3.6
CN3113100000000,31,131,"Otoe County, NE",2011,,"8,555","8,121",434,5.1
CN3113300000000,31,133,"Pawnee County, NE",2011,,"1,653","1,591",62,3.8
CN3113500000000,31,135,"Perkins County, NE",2011,,"1,803","1,751",52,2.9
CN3113700000000,31,137,"Phelps County, NE",2011,,"5,013","4,830",183,3.7
CN3113900000000,31,139,"Pierce County, NE",2011,,"4,212","4,063",149,3.5
CN3114100000000,31,141,"Platte County, NE",2011,,"17,825","17,083",742,4.2
CN3114300000000,31,143,"Polk County, NE",2011,,"3,000","2,897",103,3.4
CN3114500000000,31,145,"Red Willow County, NE",2011,,"6,287","6,069",218,3.5
CN3114700000000,31,147,"Richardson County, NE",2011,,"4,405","4,139",266,6
CN3114900000000,31,149,"Rock County, NE",2011,,899,875,24,2.7
CN3115100000000,31,151,"Saline County, NE",2011,,"7,344","6,998",346,4.7
CN3115300000000,31,153,"Sarpy County, NE",2011,,"86,350","82,692","3,658",4.2
CN3115500000000,31,155,"Saunders County, NE",2011,,"11,202","10,688",514,4.6
CN3115700000000,31,157,"Scotts Bluff County, NE",2011,,"19,209","18,245",964,5
CN3115900000000,31,159,"Seward County, NE",2011,,"8,767","8,430",337,3.8
CN3116100000000,31,161,"Sheridan County, NE",2011,,"2,831","2,730",101,3.6
CN3116300000000,31,163,"Sherman County, NE",2011,,"1,759","1,683",76,4.3
CN3116500000000,31,165,"Sioux County, NE",2011,,844,815,29,3.4
CN3116700000000,31,167,"Stanton County, NE",2011,,"3,628","3,493",135,3.7
CN3116900000000,31,169,"Thayer County, NE",2011,,"2,926","2,830",96,3.3
CN3117100000000,31,171,"Thomas County, NE",2011,,426,404,22,5.2
CN3117300000000,31,173,"Thurston County, NE",2011,,"3,122","2,804",318,10.2
CN3117500000000,31,175,"Valley County, NE",2011,,"2,149","2,063",86,4
CN3117700000000,31,177,"Washington County, NE",2011,,"11,240","10,751",489,4.4
CN3117900000000,31,179,"Wayne County, NE",2011,,"5,608","5,414",194,3.5
CN3118100000000,31,181,"Webster County, NE",2011,,"1,736","1,656",80,4.6
CN3118300000000,31,183,"Wheeler County, NE",2011,,524,507,17,3.2
CN3118500000000,31,185,"York County, NE",2011,,"7,515","7,189",326,4.3
CN3200100000000,32,1,"Churchill County, NV",2011,,"11,319","9,915","1,404",12.4
CN3200300000000,32,3,"Clark County, NV",2011,,"995,119","863,498","131,621",13.2
CN3200500000000,32,5,"Douglas County, NV",2011,,"23,178","20,109","3,069",13.2
CN3200700000000,32,7,"Elko County, NV",2011,,"28,174","26,136","2,038",7.2
CN3200900000000,32,9,"Esmeralda County, NV",2011,,416,383,33,7.9
CN3201100000000,32,11,"Eureka County, NV",2011,,"1,072",998,74,6.9
CN3201300000000,32,13,"Humboldt County, NV",2011,,"8,738","8,054",684,7.8
CN3201500000000,32,15,"Lander County, NV",2011,,"3,219","2,936",283,8.8
CN3201700000000,32,17,"Lincoln County, NV",2011,,"2,069","1,838",231,11.2
CN3201900000000,32,19,"Lyon County, NV",2011,,"23,013","19,165","3,848",16.7
CN3202100000000,32,21,"Mineral County, NV",2011,,"2,229","1,917",312,14
CN3202300000000,32,23,"Nye County, NV",2011,,"16,826","13,997","2,829",16.8
CN3202700000000,32,27,"Pershing County, NV",2011,,"2,471","2,204",267,10.8
CN3202900000000,32,29,"Storey County, NV",2011,,"1,974","1,664",310,15.7
CN3203100000000,32,31,"Washoe County, NV",2011,,"221,688","193,787","27,901",12.6
CN3203300000000,32,33,"White Pine County, NV",2011,,"5,099","4,656",443,8.7
CN3251000000000,32,510,"Carson City, NV",2011,,"26,513","23,008","3,505",13.2
CN3300100000000,33,1,"Belknap County, NH",2011,,"32,049","30,285","1,764",5.5
CN3300300000000,33,3,"Carroll County, NH",2011,,"24,764","23,415","1,349",5.4
CN3300500000000,33,5,"Cheshire County, NH",2011,,"42,545","40,409","2,136",5
CN3300700000000,33,7,"Coos County, NH",2011,,"16,347","15,156","1,191",7.3
CN3300900000000,33,9,"Grafton County, NH",2011,,"48,734","46,562","2,172",4.5
CN3301100000000,33,11,"Hillsborough County, NH",2011,,"225,079","212,340","12,739",5.7
CN3301300000000,33,13,"Merrimack County, NH",2011,,"81,097","77,105","3,992",4.9
CN3301500000000,33,15,"Rockingham County, NH",2011,,"172,122","162,479","9,643",5.6
CN3301700000000,33,17,"Strafford County, NH",2011,,"69,613","65,926","3,687",5.3
CN3301900000000,33,19,"Sullivan County, NH",2011,,"23,952","22,855","1,097",4.6
CN3400100000000,34,1,"Atlantic County, NJ",2011,,"139,577","122,104","17,473",12.5
CN3400300000000,34,3,"Bergen County, NJ",2011,,"481,715","444,591","37,124",7.7
CN3400500000000,34,5,"Burlington County, NJ",2011,,"236,043","215,513","20,530",8.7
CN3400700000000,34,7,"Camden County, NJ",2011,,"263,211","234,675","28,536",10.8
CN3400900000000,34,9,"Cape May County, NJ",2011,,"49,591","42,240","7,351",14.8
CN3401100000000,34,11,"Cumberland County, NJ",2011,,"71,923","62,610","9,313",12.9
CN3401300000000,34,13,"Essex County, NJ",2011,,"382,913","341,465","41,448",10.8
CN3401500000000,34,15,"Gloucester County, NJ",2011,,"152,130","136,663","15,467",10.2
CN3401700000000,34,17,"Hudson County, NJ",2011,,"357,354","324,656","32,698",9.2
CN3401900000000,34,19,"Hunterdon County, NJ",2011,,"67,734","63,055","4,679",6.9
CN3402100000000,34,21,"Mercer County, NJ",2011,,"193,401","177,384","16,017",8.3
CN3402300000000,34,23,"Middlesex County, NJ",2011,,"426,827","389,567","37,260",8.7
CN3402500000000,34,25,"Monmouth County, NJ",2011,,"329,845","301,573","28,272",8.6
CN3402700000000,34,27,"Morris County, NJ",2011,,"265,458","246,701","18,757",7.1
CN3402900000000,34,29,"Ocean County, NJ",2011,,"266,042","238,334","27,708",10.4
CN3403100000000,34,31,"Passaic County, NJ",2011,,"253,663","225,744","27,919",11
CN3403300000000,34,33,"Salem County, NJ",2011,,"32,453","28,681","3,772",11.6
CN3403500000000,34,35,"Somerset County, NJ",2011,,"174,327","161,446","12,881",7.4
CN3403700000000,34,37,"Sussex County, NJ",2011,,"81,750","74,189","7,561",9.2
CN3403900000000,34,39,"Union County, NJ",2011,,"280,496","253,788","26,708",9.5
CN3404100000000,34,41,"Warren County, NJ",2011,,"58,820","53,486","5,334",9.1
CN3500100000000,35,1,"Bernalillo County, NM",2011,,"323,703","300,392","23,311",7.2
CN3500300000000,35,3,"Catron County, NM",2011,,"1,161","1,032",129,11.1
CN3500500000000,35,5,"Chaves County, NM",2011,,"27,596","25,732","1,864",6.8
CN3500600000000,35,6,"Cibola County, NM",2011,,"9,275","8,397",878,9.5
CN3500700000000,35,7,"Colfax County, NM",2011,,"6,319","5,806",513,8.1
CN3500900000000,35,9,"Curry County, NM",2011,,"21,478","20,388","1,090",5.1
CN3501100000000,35,11,"De Baca County, NM",2011,,818,776,42,5.1
CN3501300000000,35,13,"Dona Ana County, NM",2011,,"93,392","86,338","7,054",7.6
CN3501500000000,35,15,"Eddy County, NM",2011,,"26,492","25,144","1,348",5.1
CN3501700000000,35,17,"Grant County, NM",2011,,"12,775","11,845",930,7.3
CN3501900000000,35,19,"Guadalupe County, NM",2011,,"1,656","1,481",175,10.6
CN3502100000000,35,21,"Harding County, NM",2011,,297,278,19,6.4
CN3502300000000,35,23,"Hidalgo County, NM",2011,,"2,285","2,112",173,7.6
CN3502500000000,35,25,"Lea County, NM",2011,,"27,249","25,729","1,520",5.6
CN3502700000000,35,27,"Lincoln County, NM",2011,,"9,110","8,493",617,6.8
CN3502800000000,35,28,"Los Alamos County, NM",2011,,"9,277","8,949",328,3.5
CN3502900000000,35,29,"Luna County, NM",2011,,"11,495","9,169","2,326",20.2
CN3503100000000,35,31,"McKinley County, NM",2011,,"24,976","22,496","2,480",9.9
CN3503300000000,35,33,"Mora County, NM",2011,,"2,379","2,085",294,12.4
CN3503500000000,35,35,"Otero County, NM",2011,,"24,688","23,004","1,684",6.8
CN3503700000000,35,37,"Quay County, NM",2011,,"3,391","3,065",326,9.6
CN3503900000000,35,39,"Rio Arriba County, NM",2011,,"17,254","15,654","1,600",9.3
CN3504100000000,35,41,"Roosevelt County, NM",2011,,"8,327","7,850",477,5.7
CN3504300000000,35,43,"Sandoval County, NM",2011,,"60,822","55,935","4,887",8
CN3504500000000,35,45,"San Juan County, NM",2011,,"55,028","50,701","4,327",7.9
CN3504700000000,35,47,"San Miguel County, NM",2011,,"11,097","10,043","1,054",9.5
CN3504900000000,35,49,"Santa Fe County, NM",2011,,"73,631","69,047","4,584",6.2
CN3505100000000,35,51,"Sierra County, NM",2011,,"3,888","3,505",383,9.9
CN3505300000000,35,53,"Socorro County, NM",2011,,"6,841","6,318",523,7.6
CN3505500000000,35,55,"Taos County, NM",2011,,"15,172","13,580","1,592",10.5
CN3505700000000,35,57,"Torrance County, NM",2011,,"5,875","5,202",673,11.5
CN3505900000000,35,59,"Union County, NM",2011,,"1,941","1,850",91,4.7
CN3506100000000,35,61,"Valencia County, NM",2011,,"30,667","27,909","2,758",9
CN3600100000000,36,1,"Albany County, NY",2011,,"158,289","147,330","10,959",6.9
CN3600300000000,36,3,"Allegany County, NY",2011,,"23,657","21,545","2,112",8.9
CN3600500000000,36,5,"Bronx County, NY",2011,,"584,353","514,635","69,718",11.9
CN3600700000000,36,7,"Broome County, NY",2011,,"94,727","86,579","8,148",8.6
CN3600900000000,36,9,"Cattaraugus County, NY",2011,,"38,540","34,943","3,597",9.3
CN3601100000000,36,11,"Cayuga County, NY",2011,,"39,068","35,899","3,169",8.1
CN3601300000000,36,13,"Chautauqua County, NY",2011,,"61,661","56,616","5,045",8.2
CN3601500000000,36,15,"Chemung County, NY",2011,,"40,803","37,606","3,197",7.8
CN3601700000000,36,17,"Chenango County, NY",2011,,"23,830","21,760","2,070",8.7
CN3601900000000,36,19,"Clinton County, NY",2011,,"38,413","34,729","3,684",9.6
CN3602100000000,36,21,"Columbia County, NY",2011,,"31,452","29,216","2,236",7.1
CN3602300000000,36,23,"Cortland County, NY",2011,,"24,341","22,284","2,057",8.5
CN3602500000000,36,25,"Delaware County, NY",2011,,"21,717","19,833","1,884",8.7
CN3602700000000,36,27,"Dutchess County, NY",2011,,"146,309","135,325","10,984",7.5
CN3602900000000,36,29,"Erie County, NY",2011,,"458,769","422,123","36,646",8
CN3603100000000,36,31,"Essex County, NY",2011,,"18,201","16,546","1,655",9.1
CN3603300000000,36,33,"Franklin County, NY",2011,,"21,725","19,744","1,981",9.1
CN3603500000000,36,35,"Fulton County, NY",2011,,"25,552","22,854","2,698",10.6
CN3603700000000,36,37,"Genesee County, NY",2011,,"30,922","28,516","2,406",7.8
CN3603900000000,36,39,"Greene County, NY",2011,,"21,576","19,552","2,024",9.4
CN3604100000000,36,41,"Hamilton County, NY",2011,,"2,442","2,201",241,9.9
CN3604300000000,36,43,"Herkimer County, NY",2011,,"30,723","28,048","2,675",8.7
CN3604500000000,36,45,"Jefferson County, NY",2011,,"48,934","44,154","4,780",9.8
CN3604700000000,36,47,"Kings County, NY",2011,,"1,170,616","1,058,657","111,959",9.6
CN3604900000000,36,49,"Lewis County, NY",2011,,"12,393","11,197","1,196",9.7
CN3605100000000,36,51,"Livingston County, NY",2011,,"32,007","29,560","2,447",7.6
CN3605300000000,36,53,"Madison County, NY",2011,,"34,733","31,896","2,837",8.2
CN3605500000000,36,55,"Monroe County, NY",2011,,"373,786","345,099","28,687",7.7
